"restaurant_name","cuisine_type","cost_of_the_order","rating","day_of_wk","customer_num_order","rst_num_order","customer_neighbourhood","customer_region","complete_time","rst_num_order_binned","Cluster"
"Sushi of Gari","Japanese",14.07,3.3,"Sun",2,16,"Washington Heights","Upper Manhattan",61,"Low","cluster_1"
"Go! Go! Curry!","Japanese",33.03,3.8,"Sat",1,3,"Chelsea","West Side",37,"Low","cluster_3"
"Shake Shack","American",8.1,3,"Sat",7,219,"East Harlem","Upper Manhattan",53,"Very High","cluster_0"
"Dirty Bird to Go","American",12.18,3.3,"Tue",6,4,"Midtown","Midtown",44,"Low","cluster_0"
"Parm","Italian",5.72,3.2,"Sun",3,68,"Upper West Side","West Side",53,"High","cluster_1"
"Nha Trang One","Vietnamese",15.67,4.1,"Wed",3,1,"Upper East Side","East Side",47,"Low","cluster_2"
"Nobu Next Door","Japanese",12.18,3.2,"Sun",3,42,"Lower East Side","South Manhattan",49,"Mid","cluster_2"
"Shake Shack","American",16.2,3.3,"Sat",2,219,"Harlem","Upper Manhattan",41,"Very High","cluster_2"
"Market Table","American",6.79,2.9,"Sun",1,1,"Hell's Kitchen","West Side",38,"Low","cluster_2"
"Sushi Samba","Japanese",12.61,3.3,"Sun",2,11,"Upper West Side","West Side",58,"Low","cluster_1"
"TAO","Japanese",32.93,3.9,"Sat",4,49,"Chelsea","West Side",50,"Mid","cluster_3"
"Sushi of Gari Tribeca","Japanese",14.79,3.3,"Sun",2,24,"Upper West Side","West Side",56,"Mid","cluster_1"
"Otto Enoteca Pizzeria","Italian",24.2,3.7,"Sun",2,12,"Washington Heights","Upper Manhattan",49,"Low","cluster_3"
"Parm","Italian",6.69,3.4,"Sun",1,68,"Upper East Side","East Side",52,"High","cluster_1"
"Hill Country Fried Chicken","Southern",12.23,3.9,"Tue",2,14,"Midtown","Midtown",49,"Low","cluster_2"
"Tamarind TriBeCa","Indian",6.74,3.3,"Sun",1,27,"Harlem","Upper Manhattan",51,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",16.06,3.9,"Wed",5,119,"Theater District","Midtown",67,"High","cluster_1"
"Blue Ribbon Fried Chicken","American",12.23,3.4,"Sun",1,96,"Upper East Side","East Side",50,"High","cluster_2"
"Asuka Sushi","Japanese",22.8,3.7,"Sat",4,3,"Upper West Side","West Side",58,"Low","cluster_3"
"Sushi of Gari Tribeca","Japanese",12.18,3.4,"Sat",2,24,"Upper West Side","West Side",54,"Mid","cluster_1"
"Five Leaves","American",9.17,3,"Sun",2,4,"Midtown","Midtown",57,"Low","cluster_1"
"Shake Shack","American",14.07,3.3,"Fri",1,219,"Upper East Side","East Side",52,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",14.84,3.4,"Sat",1,96,"Upper West Side","West Side",46,"High","cluster_2"
"Shake Shack","American",6.69,3,"Fri",1,219,"Hell's Kitchen","West Side",58,"Very High","cluster_1"
"Hatsuhana","Japanese",14.07,3,"Sun",4,6,"Harlem","Upper Manhattan",43,"Low","cluster_2"
"Pylos","Mediterranean",14.12,3.4,"Fri",1,5,"Harlem","Upper Manhattan",50,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",6.69,3.2,"Sat",5,119,"Upper West Side","West Side",61,"High","cluster_1"
"Shake Shack","American",13.58,3.2,"Sun",1,219,"Washington Heights","Upper Manhattan",49,"Very High","cluster_2"
"Haveli Indian Restaurant","Indian",29.1,4.3,"Thu",2,2,"Upper West Side","West Side",47,"Low","cluster_3"
"Westville Hudson","American",24.25,3.4,"Sun",2,15,"Harlem","Upper Manhattan",46,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",29.05,3.7,"Sat",1,96,"Midtown","Midtown",49,"High","cluster_3"
"Rubirosa","Italian",6.55,3.3,"Sat",1,37,"Lower East Side","South Manhattan",38,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",24.3,4,"Tue",1,119,"Hell's Kitchen","West Side",47,"High","cluster_3"
"Rubirosa","Italian",19.4,3.7,"Sun",1,37,"East Village","South Manhattan",50,"Mid","cluster_3"
"Shake Shack","American",20.52,3.4,"Sun",1,219,"Upper West Side","West Side",46,"Very High","cluster_2"
"Tamarind TriBeCa","Indian",29.39,4.3,"Sat",6,27,"West Village","South Manhattan",55,"Mid","cluster_3"
"Han Dynasty","Chinese",13.78,3.4,"Sun",2,46,"Greenwich Village","South Manhattan",47,"Mid","cluster_2"
"Shake Shack","American",14.12,3.3,"Sun",1,219,"Inwood","Upper Manhattan",59,"Very High","cluster_1"
"The Kati Roll Company","Indian",19.4,4.1,"Tue",1,16,"Midtown","Midtown",54,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",19.4,3.6,"Sun",2,96,"Greenwich Village","South Manhattan",54,"High","cluster_1"
"Sushi Samba","Japanese",6.84,2.9,"Sun",2,11,"Chelsea","West Side",47,"Low","cluster_2"
"Pepe Rosso To Go","Italian",22.8,3.9,"Sun",2,7,"Civic Center","South Manhattan",59,"Low","cluster_3"
"Shake Shack","American",19.4,3.4,"Sun",4,219,"Midtown","Midtown",60,"Very High","cluster_1"
"RedFarm Hudson","Chinese",14.12,3.4,"Sat",3,55,"Upper West Side","West Side",45,"Mid","cluster_2"
"Junoon","Indian",28.62,4.5,"Tue",6,5,"East Village","South Manhattan",53,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",29.25,3.7,"Sun",4,119,"Lower East Side","South Manhattan",49,"High","cluster_3"
"Vanessa's Dumpling House","Chinese",9.65,3.1,"Sun",1,9,"Hell's Kitchen","West Side",42,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",15.71,3.6,"Sat",1,96,"East Village","South Manhattan",52,"High","cluster_1"
"Sushi of Gari 46","Japanese",12.13,3.1,"Fri",3,37,"West Village","South Manhattan",53,"Mid","cluster_1"
"Shake Shack","American",15.18,3.3,"Fri",3,219,"Upper West Side","West Side",63,"Very High","cluster_1"
"Parm","Italian",22.36,3.8,"Sat",2,68,"Harlem","Upper Manhattan",51,"High","cluster_3"
"Saravanaa Bhavan","Indian",12.13,3.3,"Fri",1,5,"Midtown","Midtown",58,"Low","cluster_1"
"Shake Shack","American",12.13,3.6,"Sat",2,219,"Kips Bay","East Side",52,"Very High","cluster_1"
"Sushi of Gari","Japanese",31.43,3.8,"Sun",1,16,"Upper West Side","West Side",48,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",20.18,3.6,"Sat",2,96,"West Village","South Manhattan",42,"High","cluster_2"
"ilili Restaurant","Middle Eastern",16.3,3.3,"Sun",1,18,"Flatiron District","Midtown",43,"Low","cluster_2"
"RedFarm Broadway","Chinese",14.07,3.4,"Sat",1,59,"Theater District","Midtown",51,"Mid","cluster_2"
"Sushi of Gari","Japanese",6.69,2.8,"Sat",1,16,"Theater District","Midtown",38,"Low","cluster_2"
"Han Dynasty","Chinese",24.2,3.6,"Sun",2,46,"East Village","South Manhattan",38,"Mid","cluster_3"
"Shake Shack","American",6.69,3.8,"Wed",2,219,"Upper East Side","East Side",49,"Very High","cluster_2"
"Han Dynasty","Chinese",8.54,3.4,"Sat",2,46,"West Village","South Manhattan",46,"Mid","cluster_2"
"Rubirosa","Italian",24.2,3.7,"Sun",1,37,"Washington Heights","Upper Manhattan",50,"Mid","cluster_3"
"Dos Caminos","Mexican",8.1,3,"Fri",2,8,"Upper East Side","East Side",49,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",19.35,4,"Thu",1,96,"East Village","South Manhattan",59,"High","cluster_1"
"Cafe Mogador","Middle Eastern",13.68,3.6,"Sun",1,18,"Kips Bay","East Side",47,"Low","cluster_2"
"TAO","Japanese",13.97,3.2,"Sun",2,49,"Harlem","Upper Manhattan",53,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",9.75,3.7,"Tue",4,119,"Murray Hill","East Side",54,"High","cluster_1"
"Tamarind TriBeCa","Indian",6.74,3.1,"Sun",1,27,"Upper West Side","West Side",37,"Mid","cluster_2"
"Cho Dang Gol","Korean",11.84,3.2,"Sat",2,6,"Kips Bay","East Side",41,"Low","cluster_2"
"Five Guys Burgers and Fries","American",16.05,3.5,"Sat",1,29,"Hell's Kitchen","West Side",47,"Mid","cluster_2"
"Blue Ribbon Sushi Izakaya","Japanese",12.23,3,"Sat",7,29,"Washington Heights","Upper Manhattan",44,"Mid","cluster_0"
"Sarabeth's","American",32.93,3.9,"Mon",1,3,"Financial District","South Manhattan",66,"Low","cluster_3"
"Empanada Mama","Mexican",14.21,2.9,"Sun",5,13,"Theater District","Midtown",52,"Low","cluster_0"
"Momoya","Japanese",29.1,4.3,"Tue",1,30,"East Village","South Manhattan",50,"Mid","cluster_3"
"Shake Shack","American",15.57,2.9,"Mon",3,219,"Midtown","Midtown",58,"Very High","cluster_1"
"Sushi of Gari 46","Japanese",12.13,3.4,"Sat",2,37,"Chelsea","West Side",54,"Mid","cluster_1"
"Blue Ribbon Fried Chicken","American",29.15,4,"Sat",5,96,"Upper East Side","East Side",48,"High","cluster_3"
"Burger Joint","American",11.98,3.2,"Sat",1,12,"Upper West Side","West Side",37,"Low","cluster_2"
"Sarabeth's","American",29.3,3.7,"Sun",1,3,"East Village","South Manhattan",40,"Low","cluster_3"
"Go! Go! Curry!","Japanese",14.02,3.5,"Thu",1,3,"Hell's Kitchen","West Side",49,"Low","cluster_2"
"The Meatball Shop","American",32.93,4,"Sun",1,132,"Greenwich Village","South Manhattan",51,"Very High","cluster_3"
"Five Guys Burgers and Fries","American",14.07,3,"Mon",1,29,"Chelsea","West Side",50,"Mid","cluster_2"
"Sushi of Gari 46","Japanese",25.17,3.8,"Sun",1,37,"East Village","South Manhattan",56,"Mid","cluster_3"
"Galli Restaurant","Italian",16.06,3.5,"Sat",2,1,"Chelsea","West Side",38,"Low","cluster_2"
"Shake Shack","American",24.25,3.7,"Sat",1,219,"Midtown","Midtown",59,"Very High","cluster_3"
"V-Nam Cafe","Vietnamese",12.13,3.1,"Sun",1,4,"Harlem","Upper Manhattan",46,"Low","cluster_2"
"Izakaya Ten","Japanese",13.05,3.3,"Sun",2,3,"Upper West Side","West Side",57,"Low","cluster_1"
"Room Service","Thai",12.23,3.6,"Sat",2,3,"Midtown","Midtown",51,"Low","cluster_1"
"P.J. Clarke's","American",12.18,3.4,"Thu",3,15,"Midtown","Midtown",54,"Low","cluster_1"
"The Meatball Shop","Italian",29.1,4.3,"Thu",2,132,"Hell's Kitchen","West Side",55,"Very High","cluster_3"
"Kanoyama","Japanese",12.81,3.2,"Sun",2,3,"East Village","South Manhattan",47,"Low","cluster_2"
"Westville Hudson","American",24.3,3.7,"Sat",4,15,"Chinatown","South Manhattan",47,"Low","cluster_3"
"Parm","Italian",14.79,3.7,"Sat",4,68,"East Harlem","Upper Manhattan",62,"High","cluster_1"
"Sarabeth's East","American",29.3,3.9,"Sun",1,7,"Upper East Side","East Side",47,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",8.93,4,"Wed",1,96,"West Village","South Manhattan",64,"High","cluster_1"
"Blue Ribbon Sushi","Japanese",12.23,3.4,"Sat",2,119,"East Village","South Manhattan",51,"High","cluster_2"
"RedFarm Broadway","Chinese",16.1,3.7,"Sat",2,59,"SoHo","South Manhattan",48,"Mid","cluster_2"
"Five Guys Burgers and Fries","American",12.08,3.9,"Tue",2,29,"Upper East Side","East Side",55,"Mid","cluster_1"
"Cafe Mogador","Middle Eastern",24.25,4,"Sat",2,18,"Upper West Side","West Side",48,"Low","cluster_3"
"Yama Japanese Restaurant","Japanese",12.18,3.5,"Thu",3,18,"Upper West Side","West Side",55,"Low","cluster_1"
"Shake Shack","American",15.52,3.4,"Sun",1,219,"Gramercy","East Side",39,"Very High","cluster_2"
"The Meatball Shop","American",12.13,3.2,"Sun",2,132,"SoHo","South Manhattan",46,"Very High","cluster_2"
"Parm","Italian",29.44,4.2,"Sat",4,68,"Chinatown","South Manhattan",57,"High","cluster_3"
"Sushi of Gari Tribeca","Japanese",8.63,3.1,"Sun",1,24,"SoHo","South Manhattan",50,"Mid","cluster_2"
"Nobu Next Door","Japanese",5.67,3.8,"Wed",4,42,"Murray Hill","East Side",58,"Mid","cluster_1"
"Sushi of Gari 46","Japanese",12.18,2.9,"Fri",1,37,"Theater District","Midtown",51,"Mid","cluster_2"
"Hampton Chutney Co.","Thai",12.37,3.8,"Sat",1,1,"East Village","South Manhattan",41,"Low","cluster_2"
"The Meatball Shop","American",19.35,3.6,"Sat",2,132,"Harlem","Upper Manhattan",56,"Very High","cluster_1"
"The Meatball Shop","Italian",32.98,4.8,"Wed",1,132,"East Village","South Manhattan",53,"Very High","cluster_3"
"Momoya","Japanese",8.1,3.3,"Sun",3,30,"Upper East Side","East Side",59,"Mid","cluster_1"
"Nobu Next Door","Japanese",11.11,3.4,"Sat",3,42,"East Village","South Manhattan",55,"Mid","cluster_1"
"The Meatball Shop","American",12.56,3.3,"Sun",2,132,"East Village","South Manhattan",50,"Very High","cluster_2"
"Parm","Italian",25.27,4.3,"Tue",3,68,"Upper West Side","West Side",54,"High","cluster_3"
"The Meatball Shop","Italian",12.13,3.4,"Sun",3,132,"West Village","South Manhattan",46,"Very High","cluster_2"
"Jack's Wife Freda","Mediterranean",9.41,3.3,"Sat",1,25,"Midtown","Midtown",43,"Mid","cluster_2"
"Blue Ribbon Fried Chicken","American",9.51,3.7,"Tue",1,96,"Upper West Side","West Side",59,"High","cluster_1"
"Byblos Restaurant","Middle Eastern",25.27,3.7,"Sun",2,2,"Theater District","Midtown",49,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",12.56,3.6,"Sat",1,119,"Upper East Side","East Side",52,"High","cluster_1"
"Bareburger","American",15.57,3,"Fri",10,27,"Upper West Side","West Side",52,"Mid","cluster_0"
"TAO","Japanese",19.35,3.6,"Sat",2,49,"Upper West Side","West Side",56,"Mid","cluster_1"
"The Smile","American",29.1,3.8,"Sat",3,18,"East Village","South Manhattan",38,"Low","cluster_3"
"Burger Joint","American",12.23,2.9,"Mon",1,12,"Hell's Kitchen","West Side",48,"Low","cluster_2"
"Boqueria","Spanish",14.5,3.3,"Sat",9,9,"West Village","South Manhattan",64,"Low","cluster_0"
"Shake Shack","American",25.22,3.7,"Sun",3,219,"East Village","South Manhattan",52,"Very High","cluster_3"
"Blue Ribbon Sushi","Japanese",24.35,3.6,"Sun",3,119,"Chelsea","West Side",55,"High","cluster_3"
"Blue Ribbon Fried Chicken","American",21.29,4,"Sat",1,96,"Murray Hill","East Side",57,"High","cluster_3"
"Lantern Thai Kitchen","Thai",9.46,3.5,"Sat",4,4,"Harlem","Upper Manhattan",48,"Low","cluster_2"
"The Meatball Shop","Italian",14.02,3.4,"Mon",3,132,"Nolita","South Manhattan",64,"Very High","cluster_1"
"P.J. Clarke's","American",15.96,3.5,"Sat",2,15,"West Village","South Manhattan",45,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",19.4,4.2,"Wed",1,119,"Upper East Side","East Side",48,"High","cluster_3"
"Donburi-ya","Japanese",12.37,3.2,"Sun",1,7,"Upper East Side","East Side",41,"Low","cluster_2"
"Parm","Italian",12.13,3.7,"Thu",2,68,"Hell's Kitchen","West Side",54,"High","cluster_1"
"Balthazar Boulangerie","French",21.93,3.3,"Sat",4,10,"Flatiron District","Midtown",51,"Low","cluster_3"
"Izakaya Ten","Japanese",6.02,2.8,"Sun",2,3,"Upper West Side","West Side",43,"Low","cluster_2"
"Empanada Mama","Mexican",19.35,3.5,"Sun",1,13,"Greenwich Village","South Manhattan",51,"Low","cluster_3"
"L'Express","French",22.02,3.3,"Fri",2,6,"SoHo","South Manhattan",48,"Low","cluster_3"
"TAO","Japanese",8,3.8,"Wed",1,49,"Tribeca","South Manhattan",52,"Mid","cluster_1"
"Nobu Next Door","Japanese",29.1,3.8,"Fri",1,42,"Upper West Side","West Side",62,"Mid","cluster_3"
"Sushi Samba","Japanese",12.95,3.1,"Sat",5,11,"Hell's Kitchen","West Side",42,"Low","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",16.1,3.6,"Sat",3,44,"West Village","South Manhattan",54,"Mid","cluster_1"
"Blue Ribbon Fried Chicken","American",5.73,3.1,"Sat",1,96,"Washington Heights","Upper Manhattan",50,"High","cluster_2"
"Han Dynasty","Chinese",8.1,3,"Sun",4,46,"Harlem","Upper Manhattan",49,"Mid","cluster_2"
"Tamarind TriBeCa","Indian",16.98,3.6,"Sat",1,27,"Harlem","Upper Manhattan",39,"Mid","cluster_2"
"Shake Shack","American",8.34,3.1,"Sun",2,219,"Hell's Kitchen","West Side",51,"Very High","cluster_2"
"Blue Ribbon Sushi","Japanese",24.25,3.1,"Mon",5,119,"Harlem","Upper Manhattan",54,"High","cluster_0"
"Song Thai Restaurant & Bar","Thai",29.2,4.6,"Sat",1,2,"Gramercy","East Side",49,"Low","cluster_3"
"S'MAC","American",14.55,3.6,"Sat",1,12,"Upper West Side","West Side",58,"Low","cluster_1"
"The Meatball Shop","Italian",24.2,4.5,"Tue",1,132,"Lower East Side","South Manhattan",58,"Very High","cluster_3"
"Blue Ribbon Sushi","Japanese",12.13,3,"Mon",4,119,"East Village","South Manhattan",61,"High","cluster_1"
"J. G. Melon","American",19.45,3.4,"Sun",2,15,"East Village","South Manhattan",39,"Low","cluster_2"
"Hummus Place","Middle Eastern",9.75,3.5,"Sun",2,3,"East Village","South Manhattan",56,"Low","cluster_1"
"Empanada Mama","Mexican",19.98,3.1,"Mon",1,13,"East Harlem","Upper Manhattan",55,"Low","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",11.88,3.1,"Sat",2,44,"Harlem","Upper Manhattan",42,"Mid","cluster_2"
"RedFarm Broadway","Chinese",6.69,3.3,"Sun",2,59,"Upper East Side","East Side",51,"Mid","cluster_2"
"RedFarm Hudson","Chinese",21.29,3.8,"Sat",1,55,"Harlem","Upper Manhattan",57,"Mid","cluster_3"
"Hill Country Fried Chicken","Southern",11.64,3.6,"Sun",5,14,"Hell's Kitchen","West Side",56,"Low","cluster_1"
"Bareburger","American",32.93,4.2,"Sat",2,27,"East Village","South Manhattan",53,"Mid","cluster_3"
"Blue Ribbon Fried Chicken","American",12.56,2.9,"Fri",7,96,"Harlem","Upper Manhattan",54,"High","cluster_0"
"Rubirosa","Italian",33.03,4.1,"Sun",4,37,"Tribeca","South Manhattan",50,"Mid","cluster_3"
"Cafe Mogador","Middle Eastern",12.95,3.6,"Sat",1,18,"Lower East Side","South Manhattan",41,"Low","cluster_2"
"Shake Shack","American",12.27,3.2,"Sun",2,219,"Upper West Side","West Side",52,"Very High","cluster_2"
"Tamarind TriBeCa","Indian",12.18,3.5,"Sat",6,27,"East Village","South Manhattan",45,"Mid","cluster_0"
"The Meatball Shop","Italian",12.08,3.4,"Sun",2,132,"Upper West Side","West Side",51,"Very High","cluster_2"
"Dickson's Farmstand Meats","American",12.18,3.3,"Sat",1,3,"Lower East Side","South Manhattan",41,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",12.22,3.4,"Sun",3,119,"East Village","South Manhattan",62,"High","cluster_1"
"Shake Shack","American",12.95,3.6,"Sat",1,219,"SoHo","South Manhattan",56,"Very High","cluster_1"
"Sushi of Gari 46","Japanese",29.1,4.5,"Wed",1,37,"Chelsea","West Side",62,"Mid","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",15.81,3,"Mon",3,44,"Nolita","South Manhattan",50,"Mid","cluster_2"
"RedFarm Broadway","Chinese",15.96,4.3,"Tue",3,59,"Upper East Side","East Side",68,"Mid","cluster_1"
"Bareburger","American",16.25,3.4,"Sat",10,27,"Hell's Kitchen","West Side",60,"Mid","cluster_0"
"TAO","Japanese",8.54,3,"Sun",1,49,"Chelsea","West Side",49,"Mid","cluster_2"
"TAO","Japanese",29.1,3.8,"Sun",3,49,"East Village","South Manhattan",51,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",6.74,3.3,"Sun",2,119,"Upper East Side","East Side",58,"High","cluster_1"
"Blue Ribbon Sushi","Japanese",31.38,3.9,"Sun",1,119,"Chinatown","South Manhattan",53,"High","cluster_3"
"Parm","Italian",22.75,4,"Thu",4,68,"Washington Heights","Upper Manhattan",57,"High","cluster_3"
"Barbounia","Mediterranean",16.93,3.8,"Sat",3,6,"Hell's Kitchen","West Side",48,"Low","cluster_2"
"Rubirosa","Italian",32.98,4.3,"Sat",3,37,"Washington Heights","Upper Manhattan",63,"Mid","cluster_3"
"Shake Shack","American",5.82,2.9,"Mon",2,219,"Nolita","South Manhattan",58,"Very High","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",22.26,3.9,"Wed",6,44,"Upper West Side","West Side",46,"Mid","cluster_0"
"Mission Cantina","Mexican",15.57,3.3,"Sat",5,5,"Upper West Side","West Side",49,"Low","cluster_0"
"Tres Carnes","Mexican",33.32,4.5,"Tue",1,3,"Murray Hill","East Side",54,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",21.34,3.5,"Sat",8,96,"Chelsea","West Side",49,"High","cluster_0"
"The Meatball Shop","American",31.43,3.7,"Sun",3,132,"Chelsea","West Side",41,"Very High","cluster_3"
"Sushi of Gari 46","Japanese",9.22,3,"Sun",2,37,"Midtown","Midtown",60,"Mid","cluster_1"
"Momoya","Japanese",9.55,3.1,"Sat",2,30,"Midtown","Midtown",56,"Mid","cluster_1"
"The Smile","American",8.59,3.2,"Sat",4,18,"Midtown","Midtown",61,"Low","cluster_1"
"Schnipper's Quality Kitchen","American",14.02,3.2,"Sat",1,3,"Upper West Side","West Side",36,"Low","cluster_2"
"Joe’s Shanghai","Chinese",16.15,3.6,"Sun",1,4,"Nolita","South Manhattan",53,"Low","cluster_1"
"RedFarm Broadway","Chinese",8.97,3.2,"Sun",1,59,"Upper East Side","East Side",37,"Mid","cluster_2"
"TAO","Japanese",9.22,3.3,"Sat",2,49,"East Village","South Manhattan",51,"Mid","cluster_2"
"Nobu Next Door","Japanese",8.97,3.4,"Thu",1,42,"Upper West Side","West Side",53,"Mid","cluster_1"
"Nobu Next Door","Japanese",14.12,3.2,"Sun",1,42,"Upper West Side","West Side",49,"Mid","cluster_2"
"Shake Shack","American",19.35,3.6,"Sun",1,219,"Lower East Side","South Manhattan",50,"Very High","cluster_3"
"Shake Shack","American",20.52,3.9,"Sat",2,219,"Upper East Side","East Side",57,"Very High","cluster_3"
"Vanessa's Dumpling House","Chinese",18.43,3.7,"Sun",3,9,"Upper West Side","West Side",62,"Low","cluster_1"
"Yama Japanese Restaurant","Japanese",9.27,3,"Sun",1,18,"Washington Heights","Upper Manhattan",52,"Low","cluster_2"
"Parm","Italian",12.47,3.4,"Sun",1,68,"Lower East Side","South Manhattan",46,"High","cluster_2"
"Chipotle Mexican Grill","Mexican",29.15,3.5,"Fri",1,23,"East Village","South Manhattan",45,"Mid","cluster_3"
"Shake Shack","American",12.18,2.9,"Sun",8,219,"Chelsea","West Side",39,"Very High","cluster_0"
"Westville Hudson","American",9.51,3.3,"Sat",2,15,"Upper West Side","West Side",55,"Low","cluster_1"
"Otto Enoteca Pizzeria","Italian",12.18,3.4,"Sat",1,12,"Chelsea","West Side",41,"Low","cluster_2"
"Jack's Wife Freda","Mediterranean",12.13,3.5,"Sun",2,25,"Harlem","Upper Manhattan",56,"Mid","cluster_1"
"Shake Shack","American",6.79,3.3,"Sun",1,219,"Upper West Side","West Side",65,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",12.08,3.3,"Sat",2,96,"Greenwich Village","South Manhattan",42,"High","cluster_2"
"RedFarm Hudson","Chinese",13.92,3.3,"Sun",3,55,"Harlem","Upper Manhattan",52,"Mid","cluster_1"
"The Meatball Shop","Italian",6.84,3.3,"Sun",2,132,"Upper East Side","East Side",43,"Very High","cluster_2"
"Grand Sichuan International","Chinese",25.27,3.8,"Fri",1,4,"Upper West Side","West Side",65,"Low","cluster_3"
"Nobu Next Door","Japanese",9.17,2.6,"Sun",6,42,"Midtown","Midtown",39,"Mid","cluster_2"
"Shake Shack","American",24.3,3.8,"Fri",1,219,"Nolita","South Manhattan",63,"Very High","cluster_3"
"Shake Shack","American",16.2,3.8,"Thu",1,219,"Upper West Side","West Side",57,"Very High","cluster_1"
"Tres Carnes","Mexican",20.13,3.6,"Sun",1,3,"Kips Bay","East Side",53,"Low","cluster_3"
